,WardName,WardCode,WardCodeN,Pop2011,Children,WorkingAge,Older,PerChildren,PerWorking,PerOlder,MeanAge,MedianAge,AreaSqK,PopDensity,PerBAME,PerForeign,PerNoEngl,Fertility,MaleLiEx,FemLiEx,AmbPer1000,AmbAlco,Employed,EmpRate,NoofJobs,EmpPerHead,NHSNFore,HousePri,PropSold,HousePla,detached,semidet,terraced,flatmaisap,owned,socialrent,privrent,pershared,perfree,Ctab,Ctcde,CTfgh,mortgage,landlord,incapacity,incomesup,jobseekers,jsa1624,lonepar,outofwork,noadults,lonenot,id2010,Perid2010,GCSE,absence,noqual,level4,crime,violence,robbery,theft,criminal,drugs,fires,openspace,cars,ptaccess,elections,Candidate,InnerOuter,x,y
322,Hounslow   Brentford,00ATFZ,E05000347,14353,2571,10359,1423,17.91263151,72.17306486,9.91430363,35.0,32.0,3.2,4796.875,33.9,38.3,15.0,62.71604938,76.73,85.69,122.5,0.706940874,7212,64.47344895,11500,1.088113208,39.1509434,322682.3699,173,6116,2.5,13.7,23.9,59.6,38.0,37.7,18.5,1.915975754,0.480735735,19.59170234,75.99604873,6.190319394,10,40,4.790697674,5.627906977,3.930349134,6.553455391,39.61937716,32.00692042,5.92878737,48.91696751,287.0,71.42857143,354.3,1.113453537,17.2,35.3,84.30463576,17.68211921,1.986754967,34.83443709,8.609271523,5.298013245,0.4,42.9149,0.769230769,3.148740293,30.03978067,Ken,Outer,517993.3946,178456.7905
323,Hounslow   Chiswick Homefields,00ATGA,E05000348,11346,2080,7981,1285,18.33245197,70.34197074,11.3255773,37.3,37.0,2.3,5152.173913,18.8,34.0,9.8,52.30769231,78.73,83.63,85.8,0.527756059,6287,72.2976081,6200,0.716069364,28.32369942,795520.2434,152,5051,3.4,18.9,25.1,52.3,53.9,16.4,27.9,0.167459898,0.590516482,2.376033058,51.85950413,45.84710744, ,30,2.369942197,2.543352601,2.312057636,6.551041488,17.33333333,14.22222222,2.820671196,42.06008584,500.0,14.28571429,362.142623,0.686706056,9.3,55.7,103.6440678,11.01694915,1.779661017,62.62711864,9.237288136,3.305084746,0.2,42.2229,0.881408277,3.521879075,41.33064516,Boris,Outer,521302.1774,177620.8618
324,Hounslow   Chiswick Riverside,00ATGB,E05000349,11543,2165,8015,1363,18.75595599,69.43602183,11.80802218,37.6,37.0,2.1,5619.047619,19.1,30.3,8.9,76.66666667,85.37,82.15,84.4,0.342633382,6423,73.06336025,1700,0.205714286,25.46583851,601989.5683,139,5289,4.9,18.4,22.2,54.5,55.8,18.5,24.2,0.09529585,0.528458806,2.99377916,54.43234837,42.80715397, ,15,3.396226415,3.270440252,2.912815977,5.774562843,17.53653445,16.49269311,2.917564128,39.62264151,461.0,28.57142857,376.3283019,0.778165375,9.2,56.0,72.08510638,11.23404255,1.787234043,34.9787234,8.170212766,1.191489362,0.5,35.169,0.983943607,2.901877874,41.2907703,Boris,Outer,520224.9034,177481.9444
325,Hounslow   Cranford,00ATGC,E05000350,12330,2636,8451,1243,21.37875101,68.54014599,10.081103,34.1,31.0,2.7,4388.888889,73.9,56.2,26.5,117.4468085,78.38,86.84,132.9,0.756680066,5627,61.41672124,5800,0.79414966,90.47619048,248977.9762,42,4006,6.3,31.6,27.7,34.5,43.8,29.1,24.7,0.218978102,0.551500406,20.50333087,78.23834197,1.4803849,10,40,5.342465753,5.821917808,6.038015632,11.88846395,32.81972265,28.1972265,7.37913486,51.61290323,251.0,100.0,352.6137255,1.343620899,20.2,26.2,105.0,25.25423729,3.13559322,34.40677966,10.6779661,6.949152542,0.6,26.5625,1.042239186,2.380707071,25.7259656,Ken,Outer,510883.5805,176156.9227
326,Hounslow   Feltham North,00ATGD,E05000351,11563,2309,7684,1570,19.96886621,66.45334256,13.57779123,37.0,35.0,3.4,3014.705882,38.9,35.7,14.1,84.28571429,73.51,77.32,155.6,0.645855759,5619,66.29306277,5900,0.873823529,50.73529412,218963.9241,79,4310,5.5,40.0,26.4,27.8,59.1,22.3,16.0,0.397820635,0.527544755,9.405940594,90.05186233,0.75436115,15,30,4.592592593,4.888888889,4.589903473,8.504414544,31.87613843,24.7723133,5.545023697,44.83695652,291.0,100.0,338.0372093,1.453276353,26.1,21.1,110.7843137,24.01960784,2.745098039,35.78431373,11.8627451,6.274509804,0.6,36.4321,1.074881517,2.804321835,22.25852273,Boris,Outer,510511.4952,174387.8702
327,Hounslow   Feltham West,00ATGE,E05000352,15541,3884,10673,984,24.99195676,68.67640435,6.331638891,31.3,31.0,3.2,4609.375,35.5,32.3,14.2,93.61111111,77.11,82.72,89.4,0.424559112,7768,68.95082549,4700,0.476446701,41.11675127,201790.625,128,5895,3.1,25.8,30.9,40.1,45.7,27.2,20.7,2.071938743,0.302425841,11.8296258,88.1358855,0.06897741,10,35,3.520408163,5.102040816,4.527589794,7.158331292,35.67181926,28.29964328,7.311199037,47.87077827,312.0,87.5,331.172449,1.618281037,20.5,25.0,92.24489796,28.7755102,0.884353741,27.82312925,15.03401361,5.986394558,1.2,41.3757,1.022535696,2.151779742,21.46793035,Boris,Outer,509351.1285,172312.6146
328,Hounslow   Hanworth,00ATGF,E05000353,12155,2942,7871,1342,24.20403126,64.75524476,11.04072398,34.6,33.0,3.3,3545.454545,32.4,28.9,11.3,85.0,77.46,87.07,125.4,0.717241379,5409,62.99790356,3700,0.51943662,26.76056338,217128.9785,93,4733,3.8,29.0,29.4,37.8,47.5,38.6,11.3,0.493624023,0.510078157,14.27641571,84.70384031,0.976350618,10,35,5.815602837,7.163120567,6.684847983,15.74639972,39.66817496,33.4841629,8.707804773,52.75862069,163.0,100.0,333.1204819,1.680505217,26.4,19.2,84.87179487,23.5042735,2.136752137,23.33333333,14.44444444,4.52991453,0.4,45.3221,1.013760482,2.376118968,22.45662734,Boris,Outer,511912.1589,171613.028
329,Hounslow   Hanworth Park,00ATGG,E05000354,11408,2335,7702,1371,20.46809257,67.51402525,12.01788219,36.5,35.0,3.6,3208.333333,30.8,28.5,10.9,72.65306122,77.72,82.36,134.0,0.692383778,5725,68.21973308,8900,1.243776224,29.37062937,212214.982,111,4576,6.9,34.1,25.5,33.3,61.1,21.3,14.0,0.867812062,0.49088359,8.477585442,89.59165557,3.68397692, ,20,4.0,4.551724138,3.757242645,7.224795906,31.9391635,25.66539924,5.819397993,47.83653846,332.0,71.42857143,335.0722222,1.443104693,23.4,22.2,99.12280702,26.84210526,3.070175439,30.87719298,13.33333333,5.614035088,1.4,41.4169,1.142474916,2.425483389,27.24788193,Boris,Outer,511139.8868,172476.0566
330,Hounslow   Heston Central,00ATGH,E05000355,12288,2561,8386,1341,20.84147135,68.24544271,10.91308594,35.2,33.0,1.7,7000.0,76.6,54.7,23.9,80.81632653,77.21,83.22,136.5,0.773309766,5692,62.54257774,1300,0.162727273,87.66233766,248769.2807,57,3936,5.5,49.5,13.7,31.2,55.0,19.5,22.9,0.480143229,0.374348958,9.109363106,87.03374778,4.364374524, ,35,4.61038961,4.480519481,4.568314687,7.194784369,26.28951747,25.29118136,6.083162218,52.61437908,339.0,85.71428571,366.725,1.34001207,17.3,32.0,78.64978903,17.89029536,3.713080169,19.57805907,6.751054852,8.607594937,0.4,15.7539,1.148870637,2.801423145,24.98997192,Ken,Outer,512542.5072,176790.1193
331,Hounslow   Heston East,00ATGJ,E05000356,12319,2511,8510,1298,20.38314798,69.08028249,10.53656953,34.9,32.0,2.0,5825.0,77.4,56.5,26.1,83.47826087,85.56,86.25,110.8,0.667302193,5860,63.1737818,3000,0.383246753,69.48051948,261256.0345,58,4065,7.3,41.7,18.8,32.2,56.6,15.7,25.7,0.259761344,0.389642016,8.733087331,83.54243542,8.339483395,10,30,3.725490196,4.183006536,4.590225561,13.56319881,27.5862069,25.68965517,5.994005994,48.69281046,404.0,71.42857143,350.9461538,1.277261146,16.1,33.4,83.70689655,16.89655172,3.706896552,27.06896552,7.931034483,6.034482759,0.8,27.0833,1.194805195,2.214202824,24.87252829,Ken,Outer,513251.1737,177378.3574
332,Hounslow   Heston West,00ATGK,E05000357,12438,2857,8295,1286,22.96993086,66.6907863,10.33928284,34.3,32.0,3.8,3263.157895,76.2,51.1,23.9,87.27272727,79.66,82.46,124.1,0.463576159,5252,58.15524305,4100,0.529290323,60.0,237565.5738,61,4071,4.4,35.1,21.2,38.8,46.4,33.7,17.3,0.257276089,0.578871201,20.48792631,79.18844909,0.448095594,10,45,5.25974026,6.233766234,6.959933196,14.90920768,34.72022956,33.57245337,9.188247012,57.42574257,273.0,71.42857143,352.3453901,1.571726027,21.8,24.4,126.3709677,20.40322581,3.548387097,50.16129032,9.112903226,9.032258065,0.9,39.1013,1.082918327,2.110552321,29.18798373,Ken,Outer,511372.5414,177785.1248
333,Hounslow   Hounslow Central,00ATGL,E05000358,15169,2811,10923,1435,18.53121498,72.00870196,9.460083064,33.7,31.0,1.7,8294.117647,70.7,64.5,29.5,81.62162162,78.53,86.96,154.5,1.778287681,7914,67.68730756,11800,1.224583333,130.7291667,242316.6667,87,5519,4.9,26.8,17.1,51.1,38.3,16.9,38.7,1.793130727,0.375766366,15.11111111,81.59259259,3.888888889,10,45,3.471502591,3.419689119,3.891027972,6.568881585,25.47169811,22.26415094,4.197622585,42.8125,446.0,57.14285714,346.0938596,1.272436751,12.8,42.8,213.381295,48.92086331,7.625899281,87.62589928,18.34532374,21.58273381,0.5,11.0676,0.740527489,4.676038606,25.19928258,Ken,Outer,514237.1606,175955.8599
334,Hounslow   Hounslow Heath,00ATGM,E05000359,14727,3404,10175,1148,23.11400828,69.09078563,7.795206084,32.4,31.0,2.8,4642.857143,72.6,58.0,27.7,97.1875,75.95,87.64,117.9,0.80453465,6984,64.39240273,3400,0.390116279,90.11627907,232201.5385,65,5029,5.8,30.6,22.9,40.4,44.7,20.0,31.9,0.719766415,0.420995451,12.3553719,86.38429752,2.396694215,10,45,4.152046784,5.321637427,5.959767131,14.71835399,29.27170868,26.33053221,7.670396745,54.75206612,351.0,100.0,349.3918239,1.654245754,15.7,34.6,97.2972973,30.88803089,3.783783784,25.01930502,12.12355212,9.652509653,0.3,48.6667,0.916785351,2.961646412,27.57950126,Ken,Outer,512559.416,174580.516
335,Hounslow   Hounslow South,00ATGN,E05000360,11408,2203,7784,1421,19.31100982,68.23281907,12.45617111,37.3,36.0,1.8,6277.777778,45.1,38.7,13.2,60.74074074,83.64,88.74,79.9,0.41352469,5886,69.19007876,1000,0.131258278,36.42384106,300504.6071,84,4008,5.6,54.5,24.5,15.3,74.0,5.1,19.2,0.368162693,0.27173913,5.67074694,93.05520859,1.72370722,10,20,2.466666667,1.933333333,2.869685257,5.833159356,20.47244094,12.20472441,2.510141988,30.51643192,536.0,0.0,365.5007519,1.009898844,15.7,32.9,54.75555556,10.13333333,1.422222222,13.86666667,7.644444444,3.644444444,0.3,17.8783,1.28321501,2.403338078,37.41139407,Boris,Outer,514715.8742,175076.7015
336,Hounslow   Hounslow West,00ATGP,E05000361,12658,2208,9031,1419,17.44351398,71.34618423,11.21030179,35.5,32.0,1.6,7343.75,75.9,62.6,29.4,95.83333333,76.4,81.52,148.3,0.896700143,6399,65.20277155,4100,0.510188679,118.8679245,245896.5753,73,4023,6.3,38.7,20.2,34.7,47.0,18.9,30.1,0.797914362,0.434507821,12.35338158,86.89792862,3.169453456, ,30,4.347826087,3.47826087,4.643552177,6.595585527,24.12371134,20.0,4.461343473,53.19148936,353.0,100.0,352.432381,1.139306785,16.3,33.5,130.3896104,32.81385281,5.194805195,40.86580087,10.73593074,14.37229437,0.9,10.1639,0.94904943,3.861102553,26.2026862,Ken,Outer,512404.7945,175618.8542
337,Hounslow   Isleworth,00ATGQ,E05000362,11977,2554,8249,1174,21.32420473,68.87367454,9.802120731,35.1,34.0,2.0,5800.0,34.8,33.8,11.7,89.65517241,74.92,82.88,109.9,0.420256356,5939,67.10734463,4800,0.610828025,21.65605096,299647.8721,172,4987,2.5,17.9,28.8,50.7,44.3,34.1,18.6,0.492610837,0.709693579,17.11874623,79.02350814,3.918022905,10,30,5.796178344,6.687898089,4.8724048,9.313923303,39.0,34.83333333,7.010014306,52.37113402,281.0,57.14285714,342.2167939,1.365583967,19.9,33.8,83.29004329,20.25974026,1.904761905,30.995671,9.350649351,4.848484848,0.1,22.6319,0.918863683,2.008960567,32.39040086,Ken,Outer,515969.0752,175295.2913
338,Hounslow   Osterley and Spring Grove,00ATGR,E05000363,13031,2369,9095,1567,18.17972527,69.79510398,12.02517075,36.6,34.0,6.3,1936.507937,54.4,46.0,15.7,86.2962963,79.97,84.72,113.2,0.718390805,7045,70.63364748,13600,1.632771084,50.0,396651.1017,118,4897,8.8,39.4,9.7,42.0,61.8,6.9,28.3,0.682986724,0.429744456,4.057971014,66.7494824,29.31677019,10,40,2.37804878,2.5,3.258044464,7.39355963,19.88188976,15.15748031,3.356964137,42.73858921,498.0,28.57142857,380.3989362,0.992605331,10.8,45.9,93.25102881,14.89711934,2.798353909,38.93004115,7.736625514,5.596707819,0.7,54.1929,1.216013344,2.764292888,32.22090261,Boris,Outer,515061.1829,177717.1047
339,Hounslow   Syon,00ATGS,E05000364,13554,2594,9673,1287,19.13826177,71.36638631,9.495351926,35.3,34.0,2.9,4396.551724,34.2,36.7,13.5,80.32258065,72.98,79.42,157.9,0.650118203,7216,69.61219371,7800,0.907906977,33.72093023,345169.1461,219,5982,2.5,13.7,25.3,58.0,43.8,27.4,23.8,1.593625498,0.501696916,5.728981908,90.51081944,7.626818021,10,25,4.941860465,5.872093023,4.104158724,10.47888333,36.11111111,31.25,5.405872193,46.81724846,300.0,83.33333333,357.6991228,1.235343035,16.4,38.9,94.15019763,26.79841897,2.371541502,33.91304348,11.62055336,6.245059289,0.3,42.4597,0.860621762,3.366302108,30.57558208,Boris,Outer,516927.2053,176898.313
340,Hounslow   Turnham Green,00ATGT,E05000365,11448,1715,8256,1477,14.98078267,72.11740042,12.90181691,38.4,36.0,1.8,6361.111111,23.2,39.9,12.8,52.1875,77.9,83.81,143.8,0.714010035,6551,72.90229245,18200,2.156094675,49.11242604,627944.0066,152,5735,3.1,11.8,21.7,63.4,49.4,14.7,34.0,0.165967855,0.71628232,2.482269504,65.64016424,32.47480403, ,15,3.0,2.941176471,2.651227773,2.716742237,21.44772118,17.15817694,2.535366526,46.875,455.0,42.85714286,354.4762712,0.687768595,9.9,55.4,117.8070175,18.24561404,2.105263158,62.98245614,9.736842105,5.701754386,0.3,7.37884,0.769796068,4.476297663,37.84117405,Boris,Outer,520164.5934,178522.2279
341,Islington   Barnsbury,00AUFX,E05000366,12201,1816,9239,1146,14.8840259,75.72330137,9.392672732,35.0,31.0,0.8,15375.0,28.9,35.5,10.9,45.06666667,74.97,79.5,155.7,1.133679735,6431,65.16364373,6600,0.717945946,56.21621622,710568.0828,145,5893,1.2,2.9,15.4,80.5,31.7,38.5,27.3,0.565527416,0.565527416,6.475849732,75.76028623,22.18246869, ,30,5.187165775,5.989304813,5.010692533,11.54323086,45.12195122,39.51219512,5.993861708,55.15695067,190.0,100.0,315.8786765,1.643634259,16.3,51.5,150.2880658,27.48971193,3.868312757,76.13168724,11.93415638,13.33333333,0.3,11.0343,0.453330926,5.6327658,37.74599843,Ken,Inner,531102.1238,183736.533
342,Islington   Bunhill,00AUFY,E05000367,14639,1969,11514,1156,13.45037229,78.65291345,7.896714256,33.0,29.0,1.1,13772.72727,34.5,41.9,16.6,44.47058824,75.47,82.11,180.9,1.831270523,6986,57.72122614,65300,5.755506608,67.84140969,566734.5034,292,7366,0.3,0.6,1.5,97.6,21.1,47.3,29.3,0.362046588,0.662613567,12.25003311,71.97722156,20.18275725, ,50,4.439655172,6.422413793,6.500100052,21.86718716,52.99334812,47.67184035,6.192181438,59.02777778,220.0,85.71428571,317.2029851,1.312962963,15.8,45.2,179.6621622,26.14864865,5.202702703,105.7432432,8.716216216,7.297297297,0.3,13.5146,0.299313638,6.536948912,30.26948451,Ken,Inner,532279.9698,182387.6706
343,Islington   Caledonian,00AUFZ,E05000368,13896,2119,10526,1251,15.24899252,75.74841681,9.002590674,34.3,31.0,1.1,14454.54545,34.7,37.3,14.4,49.23076923,75.54,81.94,171.0,1.155312053,6604,58.86442642,15300,1.264380165,49.58677686,435546.3784,148,6407,1.3,3.1,13.5,81.6,22.6,44.7,29.8,0.791594704,0.503742084,8.983637508,82.72498427,9.109502832, ,45,5.450819672,6.106557377,6.304797231,14.2472106,49.19354839,44.95967742,7.191892775,55.22123894,92.0,100.0,319.0575,1.318032787,21.0,39.1,116.7088608,23.67088608,3.417721519,55.63291139,8.860759494,9.367088608,1.2,16.4032,0.375449493,5.354916382,33.68270605,Ken,Inner,530547.9613,184069.9468
344,Islington   Canonbury,00AUGA,E05000369,12072,2093,8814,1165,17.33764082,73.01192843,9.650430749,35.1,32.0,0.8,14375.0,28.2,29.7,9.1,50.0,74.74,84.07,107.4,0.447242008,6207,65.94772631,1400,0.163928571,36.30952381,625189.5111,135,5875,1.2,5.6,10.6,82.5,27.8,47.2,22.0,0.762094102,0.629555997,6.381874784,79.4188862,14.33759945, ,45,7.294117647,9.411764706,6.801761307,12.66071667,50.20325203,43.29268293,8.080631025,58.90410959,62.0,100.0,295.5188679,1.807602862,19.2,47.3,103.8596491,16.84210526,4.561403509,46.75438596,8.684210526,4.035087719,0.4,14.3922,0.4427695,5.951721045,35.27760051,Ken,Inner,532462.004,184448.555
345,Islington   Clerkenwell,00AUGB,E05000370,11490,1406,9145,939,12.23672759,79.59094865,8.17232376,34.8,31.0,0.9,12833.33333,29.3,38.5,12.6,29.15662651,77.56,84.87,173.8,1.942051684,5843,60.88995415,46000,4.946021505,88.17204301,713505.2985,134,5733,0.8,1.0,7.7,90.4,29.0,42.3,26.5,0.295909487,0.713664056,8.61423221,67.55192373,24.03813415, ,25,5.502645503,6.084656085,5.629161368,11.25951547,45.10385757,40.9495549,4.768211921,57.22222222,225.0,85.71428571,333.9396825,1.420958904,15.1,47.9,195.4385965,25.87719298,5.175438596,114.0350877,12.10526316,14.03508772,0.7,9.25225,0.373509934,6.42121018,34.92778588,Ken,Inner,531340.99,182540.4088
346,Islington   Finsbury Park,00AUGC,E05000371,14358,2644,10497,1217,18.41482101,73.10906812,8.476110879,33.5,30.0,0.9,16111.11111,42.9,41.6,17.5,46.82352941,74.21,78.79,204.8,1.133484465,6956,62.34092131,6300,0.599809524,63.33333333,313475.2179,257,6493,1.5,2.3,13.5,82.6,22.6,43.4,31.9,0.278590333,0.633793007,15.34723311,76.12478445,9.437215865, ,65,7.075471698,8.867924528,9.560687549,16.11470667,51.91986644,48.9148581,8.478643417,56.05633803,40.0,100.0,343.5127273,1.222145329,20.6,41.8,182.9268293,43.55400697,10.38327526,75.12195122,13.31010453,14.28571429,0.5,15.9232,0.349224124,5.996925544,37.32104121,Ken,Inner,530856.5027,186453.3122
347,Islington   Highbury East,00AUGD,E05000372,11634,1980,8527,1127,17.019082,73.29379405,9.687123947,35.5,33.0,1.0,11750.0,23.5,30.9,9.3,64.24242424,76.72,80.54,109.9,0.560578662,6519,71.41761613,3300,0.387647059,33.52941176,656257.0316,158,5391,1.4,3.3,21.5,73.8,41.1,31.1,26.1,0.232078391,0.515729758,6.189847141,67.2579732,26.4955652, ,30,4.651162791,5.174418605,4.685341702,10.41122759,32.19178082,27.16894977,4.29389313,48.99713467,215.0,100.0,343.6196429,1.335790725,13.4,58.8,96.63793103,14.65517241,6.379310345,41.55172414,8.017241379,4.310344828,0.1,21.645,0.51259542,4.712824981,41.50514637,Ken,Inner,531936.9736,185513.956
348,Islington   Highbury West,00AUGE,E05000373,15030,2283,11739,1008,15.18962076,78.10379242,6.706586826,33.4,31.0,1.1,15000.0,32.1,34.5,12.8,54.43298969,75.3,85.12,109.6,0.527260489,8864,71.88969992,4800,0.393821138,41.05691057,459759.242,281,7376,1.1,2.6,17.5,78.9,29.4,33.5,33.2,1.324018629,0.492348636,8.701134931,75.92826117,16.46350007, ,50,4.462151394,5.258964143,6.028595548,7.673561381,41.02079395,36.67296786,5.405017921,52.32774674,152.0,100.0,328.4735849,0.858930041,12.6,56.3,86.79012346,19.13580247,4.382716049,33.02469136,8.641975309,6.296296296,0.4,10.505,0.434265233,6.023562195,39.51214595,Ken,Inner,531424.4181,185926.6696
349,Islington   Hillrise,00AUGF,E05000374,11794,2270,8462,1062,19.24707478,71.74834662,9.004578599,35.0,33.0,0.8,15687.5,33.7,32.9,10.4,56.8115942,74.88,80.56,125.9,0.292246863,5678,62.29975861,1200,0.136574586,37.01657459,471586.6288,132,5209,1.3,3.4,18.8,76.6,32.9,45.3,20.1,0.288282177,0.466338816,14.88775108,70.42142576,14.63174478, ,45,6.830601093,7.704918033,7.606699,14.67777712,44.3378119,41.45873321,8.423752219,60.21314387,108.0,100.0,338.3275229,1.533895582,17.9,43.7,69.27419355,15.72580645,3.387096774,22.01612903,7.016129032,4.274193548,0.6,18.334,0.508581574,4.258756861,39.59437964,Ken,Inner,529818.3157,187414.2157
350,Islington   Holloway,00AUGG,E05000375,14983,2334,11427,1222,15.57765468,76.26643529,8.155910031,33.5,30.0,1.0,16700.0,36.1,39.6,14.9,35.0,72.84,81.07,128.5,0.604548508,7424,61.54866523,4200,0.307703704,50.0,373203.2228,193,6912,1.3,3.5,8.7,86.5,22.4,46.5,26.2,1.475005006,0.720816926,11.57274296,85.35077631,6.684876366, ,65,5.919117647,6.544117647,6.231567198,8.779026859,54.6641791,46.45522388,7.442000603,57.20653789,76.0,100.0,315.4358209,1.431913408,18.8,43.3,79.39577039,18.3081571,5.075528701,29.60725076,7.311178248,4.471299094,0.9,16.8793,0.361705333,5.780932962,37.52428232,Ken,Inner,530491.5171,185216.6683
351,Islington   Junction,00AUGH,E05000376,12025,1851,8891,1283,15.39293139,73.93762994,10.66943867,35.9,33.0,1.0,13100.0,30.6,34.7,11.5,40.0,76.95,83.28,196.1,0.90437361,6238,64.90479659,8500,0.87025641,49.23076923,460450.9333,105,5882,1.0,3.0,14.2,81.8,28.5,43.3,25.7,0.698544699,0.548856549,9.124668435,84.91600354,11.17595049, ,35,6.243654822,6.497461929,6.890085722,10.86303484,42.05607477,33.87850467,5.560474588,54.90605428,102.0,100.0,320.7705882,1.481135903,16.8,46.9,99.92248062,24.49612403,5.658914729,40.85271318,8.837209302,5.503875969,0.7,16.6094,0.417389764,5.517962317,38.57484578,Ken,Inner,529366.6069,186559.0463
352,Islington   Mildmay,00AUGJ,E05000377,12917,2358,9554,1005,18.25501277,73.96454285,7.780444376,33.6,31.0,0.8,16562.5,34.5,33.8,10.6,48.53658537,76.86,81.03,133.5,0.415889861,6655,66.03492756,1500,0.152828283,36.36363636,458231.4706,136,6064,1.1,2.9,11.5,84.4,27.4,47.0,23.3,0.510954556,0.518696292,6.651185935,84.24282634,10.49925361, ,50,6.281407035,7.889447236,6.824491201,12.20567645,49.15572233,42.02626642,8.747855918,61.39240506,85.0,100.0,333.5621891,1.362127317,17.4,48.8,88.8973384,19.01140684,6.3878327,32.09125475,8.288973384,5.171102662,0.2,10.4341,0.400857633,5.702370184,35.83224427,Ken,Inner,532747.4977,185138.9753
353,Islington   St. George's,00AUGK,E05000378,12400,2012,9264,1124,16.22580645,74.70967742,9.064516129,35.2,33.0,0.8,14937.5,28.1,32.8,10.6,44.57142857,75.39,82.94,135.2,0.977198697,6453,65.10947432,2400,0.268555556,50.0,451815.0,148,5627,1.0,4.0,12.7,82.3,33.6,38.0,26.1,0.427419355,0.572580645,9.36717912,76.86807294,14.17590275, ,65,6.50273224,7.103825137,6.880031497,15.01413746,42.34042553,36.17021277,5.994098119,53.75,121.0,100.0,339.7417582,1.48516791,16.5,48.3,93.24894515,19.91561181,3.966244726,35.44303797,8.776371308,5.654008439,0.3,8.14414,0.452969384,4.29343927,39.84287318,Ken,Inner,529870.7789,185764.328
354,Islington   St. Mary's,00AUGL,E05000379,11553,1579,8869,1105,13.66744569,76.76793906,9.564615251,35.8,32.0,0.9,12611.11111,25.3,33.1,10.0,46.95652174,73.63,82.41,178.7,1.823002983,6623,69.69378091,11700,1.350751445,41.61849711,762789.4655,116,5959,1.1,2.9,15.5,80.5,27.0,41.5,29.7,0.190426729,0.649182031,1.759834369,78.81297447,20.0310559, ,35,6.271186441,7.175141243,5.130509459,10.45494691,45.83333333,38.02083333,5.015390186,52.19512195,139.0,100.0,311.5678571,1.658666667,15.5,54.4,253.8116592,34.88789238,7.623318386,158.8340807,16.50224215,11.47982063,0.3,9.61642,0.415716096,6.674180254,35.48428316,Ken,Inner,531556.0381,184295.0487
355,Islington   St. Peter's,00AUGM,E05000380,11822,1752,8911,1159,14.81982744,75.37641685,9.80375571,35.6,32.0,0.8,14812.5,25.6,32.0,9.5,62.33333333,76.71,80.11,146.4,1.209474215,6410,67.14854389,6800,0.793450292,45.61403509,636123.5761,184,5740,0.9,2.5,23.4,73.2,33.2,40.4,24.0,0.34681103,0.812045339,3.309450699,69.12316615,26.56090072, ,50,5.852272727,7.215909091,5.853560684,12.22783479,46.35294118,43.29411765,6.047516199,61.97802198,153.0,100.0,325.7403509,1.682162162,17.3,53.0,149.9137931,24.74137931,8.879310345,80.17241379,9.051724138,7.931034483,0.8,10.3945,0.449424046,5.218749784,36.51141788,Ken,Inner,532067.4105,183543.8359
