,WardName,WardCode,WardCodeN,Pop2011,Children,WorkingAge,Older,PerChildren,PerWorking,PerOlder,MeanAge,MedianAge,AreaSqK,PopDensity,PerBAME,PerForeign,PerNoEngl,Fertility,MaleLiEx,FemLiEx,AmbPer1000,AmbAlco,Employed,EmpRate,NoofJobs,EmpPerHead,NHSNFore,HousePri,PropSold,HousePla,detached,semidet,terraced,flatmaisap,owned,socialrent,privrent,pershared,perfree,Ctab,Ctcde,CTfgh,mortgage,landlord,incapacity,incomesup,jobseekers,jsa1624,lonepar,outofwork,noadults,lonenot,id2010,Perid2010,GCSE,absence,noqual,level4,crime,violence,robbery,theft,criminal,drugs,fires,openspace,cars,ptaccess,elections,Candidate,InnerOuter,x,y
149,Ealing   Ealing Common,00AJGG,E05000174,14019,2134,10303,1582,15.22219844,73.49311648,11.28468507,37.1,34.0,2.1,6619.047619,31.5,43.1,15.4,49.57746479,76.96,86.34,97.8,0.659376005,7859,70.68081662,3000,0.291470588,50.98039216,490708.0625,128,6023,8.7,18.3,15.7,57.3,46.8,14.6,36.4,0.378058349,0.563520936,3.003859708,70.46484309,26.81657996, ,30,3.300492611,3.793103448,4.775963535,9.724560677,26.98072805,23.55460385,3.704968414,49.36708861,360.0,88.88888889,338.1802326,0.855044843,10.8,52.6,91.26353791,15.37906137,2.454873646,34.44043321,11.11913357,5.198555957,0.1,22.2037,0.863069831,3.565018789,37.70732258,Boris,Outer,518393.5862,180037.4872
150,Ealing   East Acton,00AJGH,E05000175,18706,3601,13570,1535,19.25050786,72.54356891,8.205923233,33.3,31.0,4.3,4395.348837,50.1,54.4,22.4,62.29166667,80.06,85.59,126.0,0.594109468,9436,65.5733148,16900,1.369959514,93.11740891,344033.8272,243,7358,3.5,20.1,16.2,59.9,36.0,22.1,34.1,2.421682882,0.561317224,9.939260077,78.1198233,11.96852568,15,60,4.798387097,6.25,7.772463693,9.788268041,43.33748443,39.7260274,7.685774947,53.43065693,241.0,100.0,340.5589928,1.160250136,15.0,38.3,144.2895442,26.38069705,5.361930295,61.55495979,10.13404826,7.613941019,0.6,19.606,0.670912951,3.989647747,31.07899807,Ken,Outer,520777.8163,181730.7998
151,Ealing   Elthorne,00AJGJ,E05000176,14539,2864,10262,1413,19.69874132,70.58257102,9.718687668,35.4,34.0,2.0,7100.0,34.9,40.6,16.9,71.35135135,74.8,85.53,120.1,0.754147813,7626,69.23915017,3700,0.380729167,40.625,337375.8605,172,6252,2.5,15.9,29.5,52.0,48.2,20.2,27.8,1.017951716,0.584634432,9.805523778,83.49403497,6.553358392,10,35,5.0,5.3125,5.908083329,8.450330848,31.38461538,25.38461538,4.781601588,43.73716632,258.0,75.0,348.9142857,0.838520408,15.1,40.6,103.8434164,25.6227758,2.633451957,35.01779359,10.53380783,7.758007117,0.9,34.17,0.785572469,3.514351641,35.80832017,Ken,Outer,515730.0079,179774.8762
152,Ealing   Greenford Broadway,00AJGK,E05000177,17625,4132,11548,1945,23.44397163,65.52056738,11.03546099,34.4,32.0,2.5,6560.0,57.3,48.6,22.2,93.50649351,77.39,81.25,139.6,0.977951636,7844,62.56181209,4700,0.449038462,45.67307692,219168.5345,116,6532,5.0,22.1,20.9,51.6,47.6,23.4,24.5,1.208510638,0.459574468,15.79191108,83.35906144,0.879901204,25,55,5.096153846,6.778846154,7.551656554,17.79658434,37.63213531,32.13530655,8.498896247,53.24137931,193.0,100.0,328.275,0.885774059,21.9,25.8,113.5168196,27.4617737,5.504587156,35.71865443,12.41590214,6.666666667,0.5,26.246,0.924471775,3.118212054,32.61889431,Ken,Outer,513625.9446,182755.0707
153,Ealing   Greenford Green,00AJGL,E05000178,14349,3008,9640,1701,20.96313332,67.18238205,11.85448463,35.8,34.0,3.4,3897.058824,49.0,50.1,21.9,94.38596491,79.0,83.99,107.2,0.659910441,7169,67.75992439,8400,1.01373494,57.22891566,253158.5495,111,5138,4.8,39.1,26.7,29.4,63.1,9.7,25.1,0.285734198,0.459962367,5.995297806,93.57366771,0.666144201,10,30,3.454545455,3.333333333,4.783704788,9.850214266,25.0,19.94219653,4.185022026,40.46920821,393.0,62.5,347.35,0.567540435,17.8,30.2,86.96969697,11.96969697,3.636363636,31.66666667,6.287878788,3.939393939,0.2,22.5946,1.100320384,2.712139224,33.28764235,Ken,Outer,514618.7391,183895.1487
154,Ealing   Hanger Hill,00AJGM,E05000179,15561,2952,10623,1986,18.97050318,68.2668209,12.76267592,37.1,35.0,3.3,4530.30303,43.1,53.1,23.8,71.14754098,83.22,88.17,88.7,0.54517134,7890,67.87096774,8400,0.852284264,52.79187817,457956.5341,176,6334,11.4,20.7,19.7,48.2,54.2,4.7,38.1,0.591221644,0.597647966,4.68651045,57.6789107,38.04623179,10,45,1.979695431,2.538071066,3.269450697,6.300034561,18.99441341,15.6424581,3.474714519,46.05263158,495.0,44.44444444,354.192029,0.773333333,9.2,50.8,73.22147651,10.67114094,1.744966443,28.9261745,8.255033557,2.617449664,0.2,26.6898,1.025122349,3.645850377,36.13122668,Boris,Outer,518514.7937,182191.5258
155,Ealing   Hobbayne,00AJGN,E05000180,14229,3216,9412,1601,22.60172886,66.14660201,11.25166913,35.7,35.0,2.2,6295.454545,37.7,40.7,17.2,77.70491803,77.52,86.02,110.8,0.551080967,6802,66.19307123,1300,0.149662921,29.21348315,329517.1707,123,5410,4.8,26.0,33.0,36.2,54.0,25.2,19.0,0.231920725,0.435729847,3.988970588,90.66176471,5.625, ,35,4.606741573,5.561797753,5.563595315,10.14969263,30.94289509,24.56839309,5.976924532,44.35946463,331.0,66.66666667,356.4845304,0.72552343,18.2,33.3,65.43478261,16.23188406,3.695652174,20.2173913,8.188405797,3.913043478,0.2,36.0847,0.909400416,2.962695741,40.51676745,Ken,Outer,515221.9698,181355.9699
156,Ealing   Lady Margaret,00AJGP,E05000181,13897,2807,9565,1525,20.19860402,68.82780456,10.97359142,35.8,33.0,1.5,9000.0,83.5,55.9,25.2,91.32075472,78.2,81.94,113.0,0.64,6491,62.38946559,900,0.102857143,60.0,251206.9767,43,4082,6.7,26.4,54.8,12.2,69.4,7.3,21.3,0.151111751,0.431747859,6.367406685,93.55940473,0.29275433,10,30,4.285714286,3.485714286,6.089038239,13.6892117,21.58774373,22.00557103,4.692230071,47.9638009,350.0,75.0,330.4125654,0.782076885,19.8,25.4,64.08921933,15.68773234,3.643122677,16.72862454,8.847583643,4.3866171,0.4,19.3871,1.277749748,2.776111897,35.53770731,Ken,Outer,513139.1326,181717.1621
157,Ealing   Northfield,00AJGQ,E05000182,13517,2545,9483,1489,18.82814234,70.15609973,11.01575793,36.4,35.0,1.5,9000.0,23.2,36.2,11.1,63.38983051,84.16,85.24,81.2,0.524985417,7618,73.88942774,2200,0.237569061,35.91160221,439543.6076,158,5391,2.9,17.8,45.3,34.0,66.3,6.7,25.6,0.147961826,0.392098838,2.9143898,82.53187614,14.69945355, ,10,2.099447514,1.878453039,2.589905351,4.962156829,15.15679443,10.97560976,1.731354642,31.40096618,540.0,12.5,381.1430894,0.334803528,8.7,54.8,48.99628253,7.881040892,1.56133829,20.59479554,4.089219331,2.453531599,0.1,25.6169,0.919901065,3.268448815,45.0666368,Boris,Outer,517044.0933,179072.1352
158,Ealing   North Greenford,00AJGR,E05000183,14713,2985,10049,1679,20.28818052,68.30014273,11.41167675,35.9,34.0,3.2,4375.0,56.4,51.4,22.1,87.69230769,79.78,87.39,87.6,0.401701323,7427,67.54274282,2200,0.24519774,60.4519774,283690.8537,82,4972,4.4,35.0,40.2,20.2,66.5,8.3,22.9,0.462176307,0.292258547,7.637763371,91.93679092,0.445705024,15,20,2.994350282,3.220338983,3.757402911,7.097122587,25.14124294,19.91525424,4.111842105,42.45283019,436.0,25.0,344.2835714,0.813019391,16.9,30.1,69.60573477,13.40501792,2.795698925,20.86021505,5.089605735,4.229390681,0.4,53.2626,1.166940789,2.660162794,33.87163135,Ken,Outer,515685.305,184825.5536
159,Ealing   Northolt Mandeville,00AJGS,E05000184,15183,3569,9996,1618,23.50655338,65.83679115,10.65665547,34.6,33.0,2.8,5107.142857,51.7,44.1,19.5,91.66666667,77.58,85.01,120.1,0.726961728,6875,63.36989584,6900,0.799651163,39.53488372,231743.0973,113,5708,3.7,29.6,25.3,40.8,53.3,24.2,19.4,0.658631364,0.513732464,14.42725535,84.94698418,0.590996002,15,55,4.85380117,6.900584795,7.830285012,18.15091356,40.09603842,33.25330132,8.580147191,51.28205128,226.0,88.88888889,340.5174359,0.880479926,21.5,25.7,95.36842105,17.61403509,7.50877193,25.19298246,12.49122807,8.561403509,1.1,34.4186,0.947406211,2.837522491,33.59658485,Ken,Outer,513004.5849,184544.5723
160,Ealing   Northolt West End,00AJGT,E05000185,15121,3864,9782,1475,25.55386549,64.69148866,9.754645857,33.5,32.0,3.5,4071.428571,55.1,41.5,18.6,102.2222222,78.57,86.04,130.7,0.592697961,6188,58.69297164,1300,0.160731707,31.70731707,190734.7843,102,5718,3.0,26.4,17.4,53.1,43.0,34.5,19.2,0.667945242,0.581972092,29.58362491,70.29391183,0.279916025,10,60,7.037037037,9.938271605,9.406330141,19.24508891,41.18967452,35.4657688,10.56563501,54.9744898,112.0,100.0,332.3254808,0.96678276,25.1,21.7,116.4084507,25.28169014,4.507042254,44.92957746,8.873239437,5.704225352,0.6,56.2993,0.905905372,2.426683336,31.60638298,Ken,Outer,511474.903,183374.7599
161,Ealing   Norwood Green,00AJGU,E05000186,14032,2894,9642,1496,20.62428734,68.71436716,10.6613455,35.5,33.0,3.8,3526.315789,78.0,50.7,25.6,70.71428571,78.16,79.93,181.5,0.850414304,5647,54.4026975,12100,1.418117647,51.17647059,302897.2727,55,4336,10.8,26.4,19.7,42.2,42.6,34.7,17.7,1.011972634,0.477480046,25.77366162,60.65055342,13.62096228,10,40,8.941176471,8.058823529,10.06823799,24.03081725,31.84979138,33.24061196,8.748801534,54.0942928,65.0,100.0,341.1745856,1.099120538,21.8,26.7,124.6441948,37.52808989,5.692883895,36.85393258,12.28464419,12.5093633,0.6,47.6287,1.063279003,2.203130852,35.64930635,Ken,Outer,513863.7873,179405.0576
162,Ealing   Perivale,00AJGW,E05000187,15339,3087,10569,1683,20.12517113,68.90279679,10.97203208,35.8,34.0,3.4,4367.647059,54.6,55.4,26.7,88.27586207,82.64,86.99,96.3,0.67624683,7713,66.87765542,6600,0.699263158,64.21052632,263507.8972,107,5447,3.9,33.3,39.1,23.7,62.3,8.5,27.0,0.319447161,0.469391747,4.795670834,95.07370778,0.522485538,20,20,3.544973545,3.386243386,4.992477885,14.90723361,23.68775236,17.76581427,4.232505643,42.20963173,408.0,44.44444444,352.6632653,0.769569892,17.4,30.8,88.98648649,12.97297297,1.756756757,32.63513514,6.621621622,2.297297297,0.1,38.2544,1.089164786,2.103392482,34.29158111,Ken,Outer,516379.5964,183193.1886
163,Ealing   South Acton,00AJGX,E05000188,14873,3042,10183,1648,20.45317017,68.46634842,11.08048141,35.4,33.0,1.7,8882.352941,43.5,50.5,23.4,62.89473684,76.36,79.81,202.3,1.336233686,7089,64.47476126,6500,0.637843137,65.19607843,435007.6178,191,6227,3.7,14.9,8.2,73.2,32.8,33.9,29.2,0.860619915,0.847172729,32.37569061,48.98184688,18.92659826, ,45,5.721153846,6.538461538,7.291331171,8.988625216,37.62962963,34.37037037,6.538013642,54.65116279,246.0,88.88888889,342.8172249,0.87604712,16.2,39.4,106.8243243,31.21621622,4.594594595,30.87837838,12.63513514,8.445945946,0.3,17.4891,0.662618533,4.518979454,35.48170527,Boris,Outer,519647.0805,180041.082
164,Ealing   Southall Broadway,00AJGY,E05000189,13439,2847,9187,1405,21.18461195,68.36074113,10.45464692,34.5,32.0,1.6,9156.25,93.7,64.1,36.0,103.0769231,81.2,82.42,169.4,1.0769498,5513,55.24601663,3900,0.436179775,132.0224719,223251.6667,36,3926,8.8,21.0,45.4,24.8,54.6,16.4,24.9,0.48366694,0.625046506,20.23529412,80.0,0.549019608,10,35,5.50802139,4.759358289,8.465084917,15.3175626,21.56295224,25.61505065,6.694329184,55.94713656,181.0,100.0,331.8565789,0.677926766,23.8,21.9,147.0714286,36.35714286,12.0,52.42857143,11.21428571,16.07142857,1.2,14.125,0.900968188,3.169516279,40.97384648,Ken,Outer,512288.168,180169.596
165,Ealing   Southall Green,00AJGZ,E05000190,14579,3255,10129,1195,22.3266342,69.47664449,8.196721311,33.0,30.0,1.6,8906.25,91.4,63.3,36.7,111.6923077,75.89,87.14,151.5,1.193270736,6129,56.47806856,3200,0.371085714,123.4285714,212666.25,40,4345,8.8,23.1,40.5,27.6,51.4,13.6,31.5,0.418410042,0.583030386,23.91767211,77.12325526,0.070972321, ,55,5.485714286,4.971428571,10.94788451,21.22285692,28.45953003,30.28720627,9.064184223,61.62790698,173.0,100.0,338.7047872,1.0143324,23.6,21.6,102.6950355,30.85106383,5.177304965,23.68794326,12.19858156,16.80851064,0.8,16.3207,0.911317981,2.951744971,35.85183626,Ken,Outer,511852.5339,179129.8489
166,Ealing   Southfield,00AJHA,E05000191,13474,2332,9797,1345,17.30740686,72.71040522,9.982187917,36.7,36.0,1.4,9678.571429,20.8,36.2,10.7,74.32835821,80.66,86.68,85.9,0.457022324,7789,73.43263882,4400,0.4584375,31.77083333,669579.4835,273,6207,3.0,12.3,33.6,51.1,57.1,9.8,31.3,0.259759537,0.549205878,4.643206256,55.01792115,40.87650701, ,25,2.931937173,2.931937173,3.106387373,5.091899709,18.04788214,14.73296501,2.390974912,42.41245136,485.0,25.0,339.9173913,0.99745509,9.0,57.8,72.41635688,9.36802974,4.163568773,32.41635688,5.130111524,5.204460967,0.1,14.2785,0.838693383,3.275593283,42.40587481,Boris,Outer,520762.7692,179336.0165
167,Ealing   Walpole,00AJHB,E05000192,13330,2394,9530,1406,17.95948987,71.49287322,10.54763691,36.4,35.0,1.5,9100.0,27.1,38.0,14.1,66.76056338,79.03,85.53,99.0,0.825556353,7524,72.87872917,5900,0.634438503,40.64171123,475312.7421,190,5656,4.4,19.6,31.3,44.6,56.7,12.0,28.8,0.427606902,0.637659415,7.232591529,73.0258435,20.76453697, ,30,2.741935484,2.741935484,3.586845112,5.617528114,15.70881226,12.45210728,2.679059595,45.08928571,423.0,37.5,381.5714286,0.464943609,10.2,53.7,100.1470588,23.30882353,3.455882353,36.10294118,9.338235294,10.29411765,0.2,20.1279,0.846364133,3.724931537,43.78698225,Boris,Outer,516997.4909,180007.3084
168,Enfield   Bowes,00AKGL,E05000193,14051,2423,10143,1485,17.24432425,72.18703295,10.5686428,36.0,33.0,1.5,8566.666667,38.6,47.5,23.3,85.42372881,78.54,83.84,104.2,0.443074552,7429,67.84474886,1200,0.135911602,64.64088398,284548.9832,119,5598,3.4,14.8,36.4,45.5,55.2,10.7,32.1,0.29891111,0.491068251,7.27854053,89.35489938,4.871167952, ,50,4.08839779,4.972375691,6.752803355,15.53928105,34.58781362,26.34408602,5.084437988,41.10169492,279.0,75.0,344.9013158,1.216527037,16.7,36.3,61.796875,11.328125,1.40625,21.40625,6.09375,3.515625,0.6,15.2674,0.833484656,3.646685464,31.93957704,Ken,Outer,531003.049,191970.7605
169,Enfield   Bush Hill Park,00AKGM,E05000194,13923,2509,9018,2396,18.02054155,64.77052359,17.20893486,40.5,40.0,2.5,5840.0,26.8,25.7,7.7,61.09090909,79.64,84.03,117.2,0.615188799,6829,66.95754486,2300,0.240641711,12.29946524,303918.9139,151,5609,5.0,32.6,34.3,28.0,78.5,5.2,15.1,0.107735402,0.344753286,3.967538323,78.84580703,17.45716862,10,15,3.064516129,3.11827957,4.077874747,10.35940825,24.46280992,16.69421488,3.422401171,40.11461318,504.0,33.33333333,365.022561,0.950931677,20.4,32.6,53.74570447,7.216494845,2.199312715,20.89347079,4.810996564,1.924398625,0.1,29.5899,1.250549048,2.70562672,36.73447069,Boris,Outer,533077.3827,194682.2601
170,Enfield   Chase,00AKGN,E05000195,13762,3054,8887,1821,22.19154193,64.57636971,13.23208836,36.8,36.0,16.9,834.3195266,23.4,21.0,7.0,63.5483871,76.79,80.82,115.5,0.292336605,6377,64.80691057,3500,0.38010929,10.38251366,262517.0748,147,5744,9.2,19.8,33.4,37.1,60.4,21.3,15.7,0.435983142,0.581310856,23.58490566,67.9944095,8.525506639,25,40,4.918032787,6.393442623,6.539662156,16.29457494,38.38235294,30.0,7.606382979,55.30546624,292.0,62.5,335.2584337,1.335229759,22.4,28.1,52.45551601,10.10676157,2.56227758,18.00711744,7.117437722,3.701067616,0.9,81.544,1.094148936,1.81087189,35.84372794,Boris,Outer,531307.905,199314.0569
171,Enfield   Cockfosters,00AKGP,E05000196,13788,2375,8791,2622,17.2251233,63.75834059,19.01653612,40.5,40.0,10.4,1350.961538,26.3,30.5,9.5,46.10169492,81.5,86.76,122.9,0.42707666,6195,61.7093336,3800,0.4368,17.14285714,621922.9,140,5356,21.9,30.1,9.4,38.6,68.7,12.0,17.4,0.116042936,0.558456629,4.792626728,45.38248848,50.04608295,10,30,3.428571429,3.085714286,4.263444129,10.31592923,23.25581395,18.06797853,3.950143816,48.41772152,496.0,37.5,354.9392857,0.856809339,19.0,35.0,55.85714286,6.571428571,1.5,20.71428571,5.714285714,2.0,0.6,68.7955,1.349376798,2.492344498,33.70873358,Boris,Outer,528062.9034,197406.9502
172,Enfield   Edmonton Green,00AKGQ,E05000197,17949,5021,11419,1509,27.97370327,63.61914313,8.407153602,31.6,30.0,3.1,4548.387097,60.6,46.8,21.4,124.0677966,74.76,79.62,185.5,2.119673217,6247,50.89620336,7400,0.930759494,54.43037975,186680.7,70,6999,4.8,15.6,20.8,58.7,29.7,43.1,23.0,0.891414563,0.729845674,35.99823969,64.22179845,0.102684465,25,115,10.12738854,16.11464968,19.60715234,48.66675357,52.81873374,43.71205551,14.77025656,58.47723705,14.0,100.0,334.5882845,1.999600666,30.5,19.5,147.6868327,31.886121,8.398576512,51.67259786,16.37010676,14.23487544,1.3,33.2088,0.599362226,3.979479538,34.12969283,Ken,Outer,534845.0129,192889.24
173,Enfield   Enfield Highway,00AKGR,E05000198,16027,4208,10164,1655,26.25569352,63.41798216,10.32632433,33.3,31.0,4.6,3445.652174,42.2,34.3,14.5,70.60606061,78.09,86.25,120.2,0.705270973,6257,56.37952784,8700,0.882538071,19.79695431,204973.03,100,5943,4.5,22.0,38.8,34.6,52.5,24.4,20.7,0.330691957,0.505397142,20.70620501,78.62529997,0.977031196,30,85,5.663265306,8.928571429,9.607146976,21.86072813,46.87819857,39.81576254,13.33447157,60.42084168,168.0,100.0,326.0902954,1.687625418,30.1,18.6,87.84810127,17.08860759,3.101265823,28.48101266,10.44303797,5.632911392,1.3,40.5846,0.960560014,2.465087064,30.01085776,Ken,Outer,536356.7022,197286.8827
174,Enfield   Enfield Lock,00AKGS,E05000199,16469,4494,10622,1353,27.28763131,64.49693363,8.21543506,32.1,31.0,3.3,4560.606061,45.1,33.8,14.0,91.14285714,76.37,79.06,110.9,0.5931612,6705,58.83127139,3500,0.364791667,22.91666667,205828.7899,119,6422,6.8,20.4,32.6,40.2,49.9,22.7,24.1,0.680065578,0.595057381,15.47468354,82.67405063,2.958860759,30,95,5.208333333,10.15625,11.00098244,22.29163543,50.1953125,43.06640625,13.97628458,61.04347826,199.0,100.0,333.2733333,1.93300618,26.5,23.5,70.66666667,15.26666667,2.066666667,19.8,10.73333333,5.933333333,0.9,39.5651,0.914466403,2.524871452,29.60261296,Ken,Outer,536776.5169,198996.7764
175,Enfield   Grange,00AKGT,E05000200,12709,2238,8077,2394,17.60956802,63.55338736,18.83704461,41.3,41.0,3.3,3893.939394,19.6,22.1,6.4,60.0,82.5,86.07,116.1,0.68981375,6308,68.40164823,7100,0.867361963,12.26993865,392188.8121,165,5396,15.5,32.6,13.5,38.4,77.2,3.4,18.0,0.086552837,0.4957117,3.564762971,56.15901456,40.87346025, ,15,2.147239264,2.208588957,3.071429663,6.491702128,17.24137931,11.96754564,3.273696231,44.25087108,575.0,12.5,365.0427481,0.669816054,16.1,39.1,70.19607843,8.0,4.156862745,35.92156863,6.117647059,2.039215686,0.3,27.4082,1.305291207,3.03527147,40.790532,Boris,Outer,532155.2671,195657.3311
176,Enfield   Haselbury,00AKGU,E05000201,16263,4134,10618,1511,25.41966427,65.28930702,9.291028715,33.4,32.0,1.8,8611.111111,54.3,46.0,22.1,83.38028169,80.97,83.44,117.0,0.423131171,6415,55.75836593,1700,0.167462687,39.80099502,201234.4037,109,5927,5.9,21.8,40.3,31.9,50.7,19.5,27.5,0.172169956,0.676381971,16.00769769,84.00979706,0.55983205,20,75,6.281407035,9.095477387,11.0004371,22.21556014,44.6985447,38.04573805,12.52365388,56.01336303,162.0,100.0,331.9722467,2.150196696,27.2,21.4,72.32258065,14.90322581,6.774193548,19.74193548,7.677419355,6.193548387,1.1,26.9649,0.848959229,3.077337427,33.33703005,Ken,Outer,533388.2458,193453.1411
177,Enfield   Highlands,00AKGW,E05000202,13006,2199,8395,2412,16.90758112,64.54713209,18.54528679,41.3,41.0,5.1,2735.294118,20.8,20.9,5.4,50.74074074,81.51,90.5,135.9,0.349794239,6384,66.59017419,5500,0.606187845,11.60220994,322324.8315,178,5696,14.5,34.0,13.4,38.0,74.2,7.4,17.0,0.16146394,0.430570506,4.626396648,58.69413408,36.66201117,10,15,4.120879121,3.846153846,3.321267712,10.68516814,22.417154,17.54385965,2.879913059,35.395189,488.0,50.0,358.3313559,0.697686567,18.7,35.1,40.57761733,7.220216606,0.794223827,14.22382671,5.054151625,1.299638989,0.5,56.5242,1.248505705,2.526926191,38.36847563,Boris,Outer,530866.5302,197100.2672
178,Enfield   Jubilee,00AKGX,E05000203,14355,3416,9228,1711,23.79658656,64.28422153,11.91919192,35.2,34.0,3.9,3448.717949,50.9,40.8,16.9,92.0,77.21,82.19,123.9,0.320581321,5875,58.04762375,1900,0.223391813,29.8245614,199953.125,96,5420,5.3,19.9,47.2,27.5,57.7,15.5,24.8,0.160222919,0.564263323,14.56274473,85.12026851,0.540742122,20,60,5.321637427,7.251461988,9.071014682,17.76927776,42.99634592,35.80998782,9.490827405,52.20700152,205.0,100.0,332.2727273,1.592199546,28.5,20.9,61.41791045,13.20895522,3.582089552,17.68656716,8.358208955,5.074626866,0.7,60.6344,0.965743167,2.451560051,31.05102996,Ken,Outer,535689.2975,194687.4273
179,Enfield   Lower Edmonton,00AKGY,E05000204,16531,4538,10466,1527,27.45145484,63.31135443,9.237190733,32.5,31.0,2.2,6909.090909,58.9,46.1,19.5,111.25,75.69,79.8,138.4,0.639782862,6188,54.6401766,2700,0.271020408,41.83673469,194663.931,87,6179,6.9,15.1,44.7,33.3,44.8,27.4,24.4,0.725908898,0.568628637,13.81396109,86.16969103,0.196174595,15,95,6.205128205,10.20512821,11.51891663,26.23376045,52.29186155,42.84377923,13.57213276,53.6823425,119.0,100.0,321.4936585,1.734082535,28.5,20.0,71.88118812,16.69966997,4.356435644,23.82838284,9.9669967,4.884488449,0.4,40.6046,0.722970753,3.367403738,32.99731183,Ken,Outer,535430.467,193743.7357
180,Enfield   Palmers Green,00AKGZ,E05000205,15162,2857,10288,2017,18.84316053,67.85384514,13.30299433,37.2,35.0,1.9,7526.315789,35.4,41.4,18.1,64.7761194,78.94,83.27,107.5,0.4976893,7385,64.6899089,3300,0.33744898,34.69387755,312953.0208,144,5898,3.1,19.6,41.4,35.9,63.0,9.0,25.4,0.230840259,0.778261443,6.457242583,88.08027923,6.195462478,15,30,3.775510204,4.183673469,5.666608066,13.54863803,28.52760736,23.31288344,4.662407184,40.95238095,333.0,77.77777778,349.5816456,1.076532399,20.6,33.5,80.21052632,10.10526316,4.701754386,31.78947368,8.140350877,2.175438596,0.3,15.4073,1.020203764,2.459110971,33.93494002,Ken,Outer,531671.7275,192853.8007
181,Enfield   Ponders End,00AKHA,E05000206,15664,4057,10180,1427,25.90015322,64.9897855,9.110061287,32.3,30.0,3.5,4328.571429,54.6,43.5,19.0,61.59090909,77.64,80.75,133.3,0.464265616,6050,54.78583718,6500,0.626923077,25.96153846,184852.0145,69,5787,5.0,15.2,34.9,45.0,45.5,25.6,25.4,0.695863126,0.580949949,24.16891285,77.73584906,0.503144654,20,140,5.118483412,8.293838863,13.71111304,24.65984034,45.63758389,40.82774049,12.57042254,54.78723404,127.0,100.0,337.5648241,1.581589958,26.9,21.0,93.02013423,18.32214765,3.959731544,30.40268456,10.26845638,5.704697987,1.2,44.5002,0.818133803,3.184155294,29.65431541,Ken,Outer,536178.0802,195797.6653
182,Enfield   Southbury,00AKHB,E05000207,14506,3624,9505,1377,24.98276575,65.52461051,9.492623742,33.6,32.0,2.9,4793.103448,36.2,30.2,12.0,87.45762712,79.65,81.33,122.6,0.629170639,6305,61.42829306,10200,1.119453552,16.39344262,225287.8974,117,5650,3.3,14.1,43.4,39.2,53.5,24.0,21.0,0.179236178,0.41362195,16.71139739,82.071927,1.341921632,20,85,4.918032787,7.431693989,8.103810577,18.92249377,43.70460048,35.71428571,10.54156856,56.2992126,222.0,100.0,334.8302703,1.474308118,24.6,25.4,103.2608696,16.95652174,5.434782609,41.01449275,11.66666667,6.449275362,0.4,29.2596,0.913059228,3.104800754,34.0303501,Ken,Outer,534235.122,196689.8609
183,Enfield   Southgate,00AKHC,E05000208,14454,2723,9688,2043,18.83907569,67.02642867,14.13449564,37.7,36.0,2.7,5037.037037,31.6,33.2,11.7,67.0,81.12,85.41,108.6,0.448887982,7084,66.5539271,5600,0.635568182,26.13636364,335947.8012,166,6065,7.2,30.7,13.2,49.0,61.7,7.4,28.3,0.608828006,0.477376505,2.990310725,69.96324758,27.49749415,15,25,3.295454545,3.920454545,4.589938495,7.730254005,27.89915966,21.8487395,5.026231173,43.65904366,513.0,25.0,369.2124088,0.652040176,16.1,41.2,59.33579336,10.84870849,2.21402214,19.85239852,5.904059041,2.656826568,0.6,27.1508,1.075647318,3.042096583,33.97783808,Boris,Outer,529995.3198,194715.7687
184,Enfield   Southgate Green,00AKHD,E05000209,13787,2497,9182,2108,18.11126423,66.59897004,15.28976572,38.7,38.0,2.6,5384.615385,33.2,36.2,14.0,57.81818182,78.23,85.16,112.5,0.606694561,6735,65.52193793,2600,0.284640884,34.80662983,421597.4747,99,5244,5.2,38.1,20.2,36.4,65.3,12.0,21.4,0.065278886,0.413432944,8.28290469,57.01588502,34.47428139,10,45,3.425414365,3.977900552,4.315048278,11.91950554,26.3986014,20.1048951,4.443150951,47.6584022,402.0,33.33333333,346.9460938,0.988789546,16.3,40.0,65.89928058,8.345323741,3.021582734,23.16546763,6.834532374,4.388489209,0.6,20.6374,1.137369034,3.681135856,35.84622489,Boris,Outer,529800.8243,192772.9467
185,Enfield   Town,00AKHE,E05000210,14906,3007,9681,2218,20.17308466,64.94700121,14.87991413,38.7,39.0,2.2,6931.818182,18.0,17.1,4.4,61.63934426,79.88,83.78,117.3,0.80824409,7571,70.12782512,4600,0.48617801,8.376963351,272666.1688,154,6233,2.7,29.2,36.6,31.5,74.7,6.1,17.3,0.322017979,0.476318261,6.068473146,88.56076586,5.581697225,10,25,2.842105263,3.315789474,3.769679328,10.42829637,23.68421053,15.78947368,3.941049843,45.81395349,520.0,11.11111111,347.324183,0.655174353,17.4,33.0,54.47368421,9.934210526,2.697368421,19.47368421,8.618421053,1.578947368,0.2,16.0401,1.169730088,2.552695418,39.47558584,Boris,Outer,533025.786,197340.3199
