10011,Brunswick Square,51.52395143,-0.122502346
10251,Brushfield Street,51.518908,-0.079249
10044,Bruton Street,51.51073687,-0.144165239
10331,Bunhill Row,51.52085887,-0.089887855
10359,Butler Place,51.49782999,-0.135440826
10390,Buxton Street,51.521776,-0.068856
10395,Cadogan Gardens,51.492462,-0.159919
10211,Cadogan Place,51.49464523,-0.158105512
10070,Calshot Street,51.53136059,-0.117069978
10212,Campden Hill Road,51.50658458,-0.199004026
10316,Cardinal Place,51.49768448,-0.141943703
10232,Carey Street,51.51501025,-0.112753217
10016,Cartwright Gardens,51.52635795,-0.125979294
10254,Chadwell Street,51.53051587,-0.106408455
10082,Chancery Lane,51.514274,-0.111257
10141,Chapel Place,51.51530805,-0.147203711
10007,Charlbert Street,51.53430039,-0.1680743
10226,Charles II Street,51.50844614,-0.131961389
10381,Charlotte Street,51.51953043,-0.13577731
10427,Cheapside,51.51397065,-0.09294031
10419,Chelsea Bridge,51.485821,-0.149004
10220,Chelsea Green,51.49066456,-0.166485083
10151,Chepstow Villas,51.51213691,-0.201554966
10003,Christopher Street,51.52128377,-0.084605692
10365,City Road,51.530344,-0.100168
10189,Claremont Square,51.53166681,-0.109914711
10291,Claverton Street,51.48483991,-0.138089062
10412,Cleaver Street,51.488105,-0.110121
10135,Clerkenwell Green,51.52326004,-0.104708922
10164,Cleveland Gardens,51.515607,-0.183118788
10391,Clifford Street,51.51066202,-0.142345694
10255,Clifton Road,51.52557531,-0.179592915
10323,Clifton Street,51.523196,-0.083067
10093,Cloudesley Road,51.53440868,-0.109025404
10171,Collingham Gardens,51.4916156,-0.186753859
10240,Colombo Street,51.50545935,-0.10569204
10401,Columbia Road,51.528187,-0.075375
10040,Commercial Street,51.52127071,-0.0755789
40334,Concert Hall Approach,51.505044,-0.115851
10062,Cotton Garden Estate,51.4907579,-0.106323685
10341,Craven Street,51.50810309,-0.12602103
10043,Crawford Street,51.52026,-0.157183945
10104,Crosswall,51.51159481,-0.077121322
10304,Cumberland Gate,51.51211869,-0.16209757
10298,Curlew Street,51.50227992,-0.074189225
10049,Curzon Street,51.50706909,-0.145904427
10036,De Vere Gardens,51.50173726,-0.184980612
10209,Denyer Street,51.49358391,-0.165101392
10133,Derry Street,51.50136494,-0.191462381
10087,Devonshire Square,51.51646835,-0.079684557
10397,Devonshire Terrace,51.51348,-0.17977
10317,Dickens Square,51.49679128,-0.093913472
10025,Doric Way,51.5288338,-0.132250369
10201,Dorset Square,51.5225965,-0.161113413
10020,Drummond Street,51.52773634,-0.135273468
10018,Drury Lane,51.51477076,-0.12221963
10244,Earnshaw Street,51.51611887,-0.128585022
10050,East Road,51.52867339,-0.087459376
10330,Eastbourne Mews,51.51641749,-0.179135079
10241,Eaton Gate,51.4941646,-0.15460608
10124,Eaton Square,51.49654462,-0.150905245
10167,Eccleston Place,51.49395092,-0.147624377
10410,Edgware Road Station,51.519929,-0.16767
10288,Elizabeth Bridge,51.49236962,-0.147478734
10259,Embankment (Horse Guards),51.50494561,-0.123247648
10309,Embankment (Savoy),51.50963123,-0.119047563
10128,Emperor's Gate,51.49536226,-0.185296516
10269,Empire Square,51.50082346,-0.089740764
10214,Endsleigh Gardens,51.52683806,-0.130504336
10069,Euston Road,51.5262363,-0.134407652
10131,Eversholt Street,51.53300545,-0.136792671
10096,Falkirk Street,51.53095071,-0.078505384
10031,Fanshaw Street,51.52953709,-0.083353323
10382,Farm Street,51.50935171,-0.14744969
10072,Farringdon Lane,51.52352001,-0.108340165
10236,Fashion Street,51.51838043,-0.073438925
10055,Finsbury Circus,51.51707521,-0.086685542
10107,Finsbury Leisure Centre,51.52600832,-0.096317627
10051,Finsbury Library,51.52671796,-0.104298194
10140,Finsbury Square,51.52096262,-0.085634242
10387,Fire Brigade Pier,51.49369988,-0.121394101
10345,Flood Street,51.48802358,-0.166878535
10311,Foley Street,51.51918144,-0.140485596
10302,Fore Street Avenue,51.51791977,-0.090425216
10238,Frampton Street,51.5233534,-0.175116099
10383,Frith Street,51.51310333,-0.13121385
10403,George Place Mews,51.51689296,-0.158249929
10400,George Street,51.517703,-0.154106
10297,Geraldine Street,51.49612799,-0.106000855
10113,Gloucester Road (Central),51.49646288,-0.183289032
10097,Gloucester Road (North),51.49792478,-0.183834706
10405,Gloucester Road Station,51.49418566,-0.18267094
10343,Gloucester Slips Car Park,51.53692216,-0.150181444
10243,Gloucester Street,51.49096258,-0.139625122
10176,Gloucester Terrace,51.51791921,-0.188098863
10048,Godliman Street,51.51248445,-0.099141408
10054,Golden Lane,51.52174785,-0.094475072
10129,Golden Square,51.5118973,-0.137043852
10344,Goswell Road (City Uni),51.528246,-0.10102611
10065,Gower Place,51.52522753,-0.13518856
10053,Grafton Street,51.5099923,-0.143495266
10326,Graham Street,51.53266186,-0.099981142
10061,Great Dover Street,51.49738251,-0.089446947
10159,Great Marlborough Street,51.51461995,-0.137841333
10227,Great Percy Street,51.52891573,-0.115480888
10015,Great Russell Street,51.51772703,-0.127854211
10081,Great Titchfield Street,51.52025302,-0.141327271
10199,Great Tower Street,51.51048489,-0.082989638
10138,Green Street,51.51227622,-0.157436972
10353,Greycoat Street,51.49459148,-0.134234258
10207,Grosvenor Crescent,51.50135267,-0.153194766
10245,Grosvenor Road,51.4853572,-0.142207481
10348,Grosvenor Square,51.51217033,-0.150481272
10312,Grove End Road,51.53088935,-0.176770502
10161,Guildhouse Street,51.49234577,-0.141334487
10057,Guilford Street,51.52334672,-0.120202614
10021,Hampstead Road (Cartmel),51.53007835,-0.13884627
10098,Hampstead Road,51.52554222,-0.138231303
10152,Hampton Street,51.49217002,-0.101536865
10170,Hardwick Street,51.52784273,-0.108068155
10045,Harewood Avenue,51.52231968,-0.163849118
10249,Harper Road,51.49859784,-0.096191134
10368,Harriet Street,51.50024195,-0.15934065
40090,Harrington Square,51.53301907,-0.139174593
10367,Harrowby Street,51.5173721,-0.1642075
10067,Hatton Garden,51.51882555,-0.108028472
10017,Hatton Wall,51.5216612,-0.109006325
20029,Hereford Road,51.513735,-0.193487
10358,High Holborn,51.51643491,-0.124332175
10210,Hinde Street,51.51681444,-0.151926305
10066,Holborn Circus,51.51795029,-0.108657431
10398,Holland Walk,51.502319,-0.200742
10150,Holy Trinity Brompton,51.49705603,-0.168917077
10194,Hop Exchange,51.50462759,-0.091773776
10221,Horseferry Road,51.49481649,-0.13045856
10256,Houghton Street,51.51362054,-0.116764211
10360,Howick Place,51.49675303,-0.138733562
10357,Howland Street,51.520994,-0.139016
10191,Hyde Park Corner,51.50311799,-0.153520935
10145,Ilchester Place,51.50074359,-0.202759212
10392,Imperial College,51.49942855,-0.179702476
10102,Jewry Street,51.51340693,-0.076793375
10252,Jubilee Gardens,51.5046364,-0.116542278
10144,Kennington Cross,51.48894022,-0.111435796
10270,Kennington Lane Rail Bridge,51.4863434,-0.122492418
10305,Kennington Lane Tesco,51.48677988,-0.115853961
10235,Kennington Road,51.49571828,-0.110889274
10149,Kennington Road Post Office,51.48478899,-0.110683213
10277,Kensington Church Street,51.50315739,-0.191496313
10258,Kensington Gore,51.50143293,-0.178656971
10293,Kensington Olympia Station,51.49815779,-0.209494128
10375,Kensington Town Hall,51.50194596,-0.194392952
10371,King Edward Walk,51.49775,-0.10988
10283,Kingsway,51.51440928,-0.118478757
10296,Knaresborough Place,51.49363156,-0.190603326
10222,Knightsbridge,51.50275704,-0.155349725
10284,Lambeth North Station,51.49914063,-0.112031483
10139,Lambeth Road,51.49488108,-0.117974901
10202,Leman Street,51.51236389,-0.06954201
10032,Leonard Circus,51.52469624,-0.084439283
10155,Lexham Gardens,51.49586666,-0.191933711
10060,Lisson Grove,51.52644828,-0.172190727
10116,Little Argyll Street,51.51449962,-0.141423695
10234,Liverpool Road (N1 Centre),51.53450449,-0.106992706
10200,LMU Commercial Road,51.51492456,-0.066078037
10008,Lodge Road,51.52834133,-0.170134484
10117,Lollard Street,51.49288067,-0.114934001
10271,London Zoo,51.53583617,-0.156285395
20271,London Zoo,51.53583617,-0.156285395
10308,Long Lane,51.49907558,-0.085666316
10076,Longford Street,51.52559505,-0.144083893
10363,Lord's,51.5291212,-0.171185285
10347,Lower Marsh,51.50013942,-0.113936001
10276,Lower Thames Street,51.50930161,-0.084985356
10262,LSBU (Borough Road),51.49874469,-0.103132904
10351,Macclesfield Rd,51.529423,-0.097122
10012,Malet Street,51.52168078,-0.130431727
10208,Mallory Street,51.52505151,-0.166304359
10204,Margery Street,51.52659961,-0.112432615
10384,Marloes Road,51.496481,-0.192404
10408,Marylebone Flyover,51.51994326,-0.170704337
10301,Marylebone Lane,51.51475963,-0.148105415
10183,Milford Lane,51.51201016,-0.112988179
10376,Millbank Tower,51.49188409,-0.125674815
10366,Millennium Hotel,51.5109193,-0.151126385
10195,Milroy Walk,51.50724437,-0.106237501
10292,Montpelier Street,51.49888404,-0.165471605
10386,Moor Street,51.51352755,-0.130110822
10215,Moorfields,51.51906932,-0.088285377
10063,Murray Grove,51.53089041,-0.089782579
10126,Museum of London,51.51782144,-0.096496865
10378,Natural History Museum,51.49559291,-0.179077626
10046,Nesham Street,51.507131,-0.06691
10332,Nevern Place,51.49334336,-0.194757949
10009,New Globe Walk,51.5073853,-0.096440751
10058,New Inn Yard,51.52452699,-0.079248081
10156,New Kent Road,51.49443626,-0.092921165
40237,New North Road,51.53095,-0.085603
40205,New Road,51.518154,-0.062697
10071,Newgate Street,51.5154186,-0.098850915
10180,North Audley Street,51.5129118,-0.153645496
10279,North Wharf Road,51.51862243,-0.176645823
10022,Northington Street,51.5222641,-0.114079481
10354,Northumberland Avenue,51.506767,-0.123702
10122,Norton Folgate,51.52111369,-0.078869751
10225,Notting Hill Gate Station,51.50935879,-0.196396821
10188,Nutford Place,51.5165179,-0.164393768
10216,Old Brompton Road,51.49094565,-0.181190899
10099,Old Quebec Street,51.51457763,-0.158264483
10073,Old Street Station,51.52572618,-0.088486188
10324,Ontario Street,51.49652013,-0.101384068
10165,Orsett Terrace,51.517932,-0.183716959
10355,Oval Way,51.486575,-0.117286
10370,Paddington Green,51.520205,-0.174593
10056,Paddington Street,51.52058381,-0.154701411
10333,Palace Gardens Terrace,51.50860544,-0.193764092
10404,Palace Gate,51.50204238,-0.184400221
10322,Palissy Street,51.526293,-0.073955
10179,Pall Mall,51.50573451,-0.136707453
10233,Pall Mall East,51.50777049,-0.130699733
10034,Pancras Road,51.5341235,-0.129386874
10083,Panton Street,51.50963938,-0.131510949
10111,Park Lane,51.5100172,-0.157275636
10114,Park Road (Baker Street),51.52451738,-0.158963647
10010,Park Street,51.50597426,-0.092754157
10337,Pembridge Road,51.51108452,-0.197524944
10402,Penfold Street,51.52289229,-0.171681991
10346,Penton Workshop,51.532088,-0.111827
10037,Penywern Road,51.49159394,-0.192369256
10002,Phillimore Gardens,51.49960695,-0.197574246
10143,Pont Street,51.4968865,-0.161203828
10169,Porchester Place,51.51474612,-0.165164288
10184,Portland Place,51.52071513,-0.14521173
10147,Portugal Street,51.51494305,-0.11614642
10230,Poured Lines,51.50669284,-0.103137426
10329,Prince Albert Road,51.53589283,-0.160854428
10373,Prince Consort Road,51.49980661,-0.176415994
10261,Princes Square,51.5134891,-0.191351186
10320,Queen Mother Sports Centre,51.49357351,-0.139956043
10101,Queen Street,51.51155322,-0.0929401
10136,Queen Victoria Street,51.51196176,-0.097441687
10231,Queen's Gate (Central),51.49396755,-0.17873226
10266,Queen's Gate (North),51.50102668,-0.180246101
10187,Queen's Gate (South),51.49247977,-0.178433004
10350,Queen's Gate,51.50171544,-0.179854184
10190,Rampayne Street,51.48997562,-0.132845681
10306,Rathbone Street,51.51816295,-0.135025698
10023,Red Lion Square,51.51943538,-0.119123345
10267,Regency Street,51.49206037,-0.132224622
10339,Risinghill Street,51.5333196,-0.111781191
10001,River Street,51.52916347,-0.109970527
10118,Rochester Row,51.49582705,-0.13547809
10223,Rodney Road,51.49148474,-0.090220911
10059,Rodney Street,51.53176825,-0.114329032
10052,Roscoe Street,51.52295439,-0.094934859
40250,Royal Avenue,51.490083,-0.162418
10362,Royal College Street,51.536264,-0.133952
10282,Royal London Hospital,51.51906446,-0.059642081
10285,Royal Mews,51.49796594,-0.143822338
10077,Russell Square Station,51.52341837,-0.124121774
10318,Sackville Street,51.51004801,-0.138846453
10078,Sadlers Sports Centre,51.52486887,-0.099489485
10086,Sancroft Street,51.48947903,-0.115156562
10372,Sardinia Street,51.515208,-0.117863
10013,Scala Street,51.51991453,-0.136039674
20005,Sedding Street,51.49313,-0.156876
10300,Serpentine Car Park,51.50501351,-0.172729559
10166,Seville Street,51.50185512,-0.159237081
10039,Shoreditch High Street,51.5263778,-0.078130921
10253,Shoreditch Park,51.53404294,-0.086379717
10396,Shouldham Street,51.51809,-0.163609
10163,Sloane Avenue,51.4931848,-0.167894973
10281,Smith Square,51.49580589,-0.127575233
10393,Snow Hill,51.51733427,-0.103604248
10109,Soho Square,51.51563144,-0.132328837
10289,South Audley Street,51.50923022,-0.151296092
10356,South Kensington Station,51.494412,-0.173881
10186,South Wharf Road,51.51733558,-0.175810943
10162,Southampton Place,51.51760685,-0.121328408
10388,Southampton Street,51.51070161,-0.121723604
10420,Southwark Station,51.504044,-0.104778
10265,Southwick Street,51.51595344,-0.169249375
40406,Speakers' Corner,51.512303,-0.159988
10004,St. Chad's Street,51.53005939,-0.120973687
10349,St. George Street,51.51196,-0.142783033
10294,St. George's Square,51.488226,-0.135635511
10228,St. James's Square,51.50742485,-0.134621209
10123,St. John Street,51.52836014,-0.104724625
10247,St. John's Wood Church,51.530052,-0.168314
10286,St. John's Wood Road,51.5272947,-0.174653609
10218,St. Luke's Church,51.48971651,-0.170194408
10325,St. Martin's Street,51.50908747,-0.129697889
10263,St. Mary Axe,51.51422502,-0.080660083
10197,Stamford Street,51.50556905,-0.111606696
10380,Stanhope Gate,51.50686435,-0.150666888
10112,Stonecutter Street,51.51580998,-0.105270275
20174,Strand,51.512529,-0.115163
10409,Strata,51.493146,-0.099828
10172,Sumner Place,51.49121192,-0.173715911
10041,Sun Street,51.52001715,-0.083911168
10295,Swan Street,51.50029631,-0.092762704
10148,Tachbrook Street,51.49211134,-0.138364847
10085,Tanner Street,51.50064702,-0.078600401
10089,Tavistock Place,51.5262503,-0.123509611
10335,Tavistock Street,51.51196803,-0.120718759
10019,Taviton Street,51.52505093,-0.131161087
10120,The Guildhall,51.51573534,-0.093080779
10315,The Tennis Courts,51.52536703,-0.153463612
10068,Theobalds Road,51.52059681,-0.116688468
10278,Tooley Street,51.5034938,-0.07962099
10075,Torrens Street,51.53219984,-0.105480698
10130,Tower Gardens,51.50950627,-0.075459482
10158,Trebovir Road,51.49085368,-0.196170309
10248,Triangle Car Park,51.50645179,-0.170279555
10379,Turquoise Island,51.51431171,-0.200838199
10314,Tyers Gate,51.50088934,-0.083159352
10264,Tysoe Street,51.52644342,-0.109256828
10196,Union Street,51.50368837,-0.098497684
10389,Upper Grosvenor Street,51.51013066,-0.155757901
10237,Vaughan Way,51.5084448,-0.067176443
10146,Vauxhall Bridge,51.48836528,-0.129361842
10074,Vauxhall Cross,51.48591714,-0.124469948
10352,Vauxhall Street,51.487727,-0.116928
10103,Vicarage Gate,51.50472376,-0.192538767
10369,Victoria Embankment,51.511156,-0.107481
10299,Vincent Square,51.49398524,-0.136928582
10426,Vincent Street,51.493072,-0.129925
10091,Walnut Tree Walk,51.49368637,-0.111014912
10411,Walworth Road,51.49337264,-0.09968067
10079,Wansey Street,51.49118143,-0.097146479
10134,Wapping High Street,51.50482186,-0.067820689
10192,Wardour Street,51.51251523,-0.133201961
10239,Warren Street Station,51.52443845,-0.138019439
10047,Warwick Avenue Station,51.52334476,-0.183846408
10274,Warwick Road,51.49671237,-0.20528437
20178,Warwick Square,51.48985626,-0.141923621
10377,Waterloo Bridge,51.50535447,-0.113656543
10160,Waterloo Place,51.50663341,-0.131773845
20173,Waterloo Road,51.50486,-0.113001
40374,Waterloo Station,51.50402793,-0.11386435
10080,Webber Street,51.50069361,-0.102091246
10213,Wellington Arch,51.50274025,-0.149569201
10110,Wellington Road,51.53304322,-0.172528678
10338,Wellington Street,51.51175646,-0.119643424
10313,Wells Street,51.51734403,-0.138072691
10042,Wenlock Road,51.53099181,-0.093903825
10142,West Cromwell Road,51.49372451,-0.198286569
10203,West Smithfield Rotunda,51.51821864,-0.100791005
10105,Westbourne Grove,51.51552971,-0.190240716
10257,Westminster University,51.52248185,-0.154907218
10229,Whitehall Place,51.50654321,-0.123179697
10224,Whiteley's,51.51476963,-0.188129731
10064,William IV Street,51.50946212,-0.124749274
10030,Windsor Terrace,51.52915444,-0.093421615
10290,Winsland Street,51.51678023,-0.175488803
10127,Wood Street,51.51700801,-0.09388536
10106,Woodstock Street,51.51410514,-0.147301667
10217,Wormwood Street,51.51615461,-0.082422399
10157,Wright's Lane,51.50039792,-0.193068385
